Monroe County,"$775,000",3 ac,"Blakeslee, PA 18610"
Monroe County,"$629,000",160 ac,"Blakeslee, PA 18610"
Monroe County,"$599,000",3.85 ac,"Blakeslee, PA 18610"
Oneida County,"$329,000",6.43 ac,"Floyd, NY 13440"
Wicomico County,"$1,199,900",31.3 ac,"Mardela Springs, MD 21837"
St. Lawrence County,"$625,000",3.2 ac,"Ogdensburg, NY 13669"
Montgomery County,"$8,800,000",64 ac,"Pottstown, PA 19464"
Monroe County,"$34,900",0.45 ac,"Blakeslee, PA 18610"
Currituck County,"$98,300",1 ac,"Powells Point, NC 27966"
Currituck County,"$89,500",0.94 ac,"Powells Point, NC 27966"
Currituck County,"$119,500",1.32 ac,"Powells Point, NC 27966"
Currituck County,"$109,500",1.25 ac,"Powells Point, NC 27966"
Carbon County,"$795,000",6.23 ac,"Franklin Township, PA 18235"
Somerset County,"$149,000",6 ac,"Westover, MD 21871"
Currituck County,"$395,900",4.59 ac,"Powells Point, NC 27966"
Currituck County,"$339,000",3.45 ac,"Grandy, NC 27939"
Cecil County,"$599,900",20 ac,"Elkton, MD 21921"
St. Lawrence County,"$325,000",2.1 ac,"Ogdensburg, NY 13669"
Luzerne County,"$399,000",50.4 ac,"White Haven, PA 18661"
Caroline County,"$59,000",0.46 ac,"Denton, MD 21629"
Currituck County,"$385,000",2.8 ac,"Jarvisburg, NC 27947"
Currituck County,"$249,500",1.38 ac,"Jarvisburg, NC 27947"
St. Lawrence County,"$1,350,000",2.9 ac,"Gouverneur, NY 13642"
Carbon County,"$475,000",19 ac,"Lehighton, PA 18235"
Currituck County,"$229,500",10.4 ac,"Grandy, NC 27939"
Currituck County,"$439,500",20.3 ac,"Grandy, NC 27939"
Currituck County,"$249,500",10 ac,"Grandy, NC 27939"
Chester County,"$225,000",3 ac,"Downingtown, PA 19335"
Oneida County,"$844,000",4.5 ac,"Annsville Town, NY 13471"
Madison County,"$200,000",2.87 ac,"Oneida, NY 13421"
St. Lawrence County,"$150,000",5.6 ac,"Ogdensburg, NY 13669"
Chester County,"$5,500,000",63.4 ac,"West Grove, PA 19390"
Oneida County,"$559,000",3 ac,"Vienna, NY 13308"
Kent County,"$3,500,000",339 ac,"Massey, MD 21650"
Berks County,"$1,250,000",2.11 ac,"Elverson, PA 19520"
Berks County,"$1,199,000",6.88 ac,"Morgantown, PA 19543"
City of Virginia Beach ,"$1,450,000",1.5 ac,"Virginia Beach, VA 23451"
Chester County,"$285,000",3.6 ac,"Lincoln University, PA 19352"
Cecil County,"$1,200,000",62.5 ac,"Elkton, MD 21921"
